company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
AMAZONOX AI LTD,15611220,Active,Private limited company,,,2024-04-03,,,58110 62012 62020 73110,128 City Road London EC1V 2NX United Kingdom
UK AI GROWTH SOLUTIONS LTD,15613856,Active,Private limited company,,,2024-04-03,,,47910,48 Jennings Way Hemel Hempstead HP3 9XQ England
EVOAGILE AI SOLUTIONS LTD,15615090,Active,Private limited company,,,2024-04-04,,,59200 62011 62012 70229,128 City Road London EC1V 2NX United Kingdom
AI-GENT LTD,15615445,Active,Private limited company,,,2024-04-04,,,62090,20 Wenlock Road London N1 7GU England
VITAL AI LTD,15618471,Active,Private limited company,,,2024-04-05,,,62012,9 Farmstead Close Histon Cambridge CB24 9XT England
EMPEIRIA AI LTD,14859652,Active,Private limited company,,,2023-05-10,,,62012,85 Great Portland Street London W1W 7LT England
AI FOR DOCS LTD,15733909,Active,Private limited company,,,2024-05-22,,,62090,38 Bemersyde Drive Newcastle Upon Tyne NE2 2HJ United Kingdom
HORIZON AI CONSULTING LIMITED,14863482,Active,Private limited company,,,2023-05-11,,,62020,C/O Sg Accounting 1 Cedar Office Park Cobham Road Wimborne BH21 7SB United Kingdom
PINSTRIPE AI LTD,14840925,Active,Private limited company,,,2023-05-02,,,74909,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI DYNAMICS LIMITED,15718286,Active,Private limited company,,,2024-05-13,,,62020,1123 St. George Wharf London SW8 2FG England
DESSIE AI LIMITED,14732315,Active,Private limited company,,,2023-03-15,,,82990,85 Great Portland Street First Floor London W1W 7LT England
ONSEN AI LIMITED,15735784,Active,Private limited company,,,2024-05-22,,,58290 62012 72190 74909,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
OXGEN AI LIMITED,14795517,Active,Private limited company,,,2023-04-12,,,82302,Jesus College Turl Street Att: Cassidy Bereskin Oxford OX1 3DW United Kingdom
TRUSTPAY AI SYSTEMS LTD,14788124,Active,Private limited company,,,2023-04-10,,,62020,45 Albemarle Street London W1S 4JL England
AI UNREAL TECHNOLOGIES LTD,14579781,Active,Private limited company,,,2023-01-09,,,62012 62020 62090 63110,27 Old Gloucester Street London WC1N 3AX United Kingdom
KSEC AI LTD,14619683,Dissolved,Private limited company,,2024-04-09,2023-01-26,,,62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
QUINCE AI & EDUCATION CONSULTANCY LTD,14647028,Active,Private limited company,,,2023-02-08,,,62020 62090 70210 85590,86-90 Paul Street London EC2A 4NE England
UPBEAT AI LIMITED,14658148,Dissolved,Private limited company,,2024-03-12,2023-02-13,,,72190,73 Firecrest Road Basingstoke RG22 5UL England
AI CREATIONS LTD,14662225,Active,Private limited company,,,2023-02-14,,,47910,17 Aldergrove Gardens Hounslow TW3 3DL England
AI IMAGE GENERATOR LTD,14566565,Active,Private limited company,,,2023-01-03,,,58290,Unit 82a James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England
ARCHITEAM AI LTD,15770469,Active,Private limited company,,,2024-06-10,,,78109,2 Wentworth Street Handforth Wilmslow SK9 3GF England
HIGHFIELD AI LIMITED,15771953,Active,Private limited company,,,2024-06-11,,,58290 62011 62012 62090,Apartment 10.02 Downs Road London E5 8DE United Kingdom
AI-MGLOBAL LTD,14928624,Active,Private limited company,,,2023-06-12,,,78109,Wis Accountancy Ltd 4 Imperial Place Maxwell Road Borehamwood WD6 1JN England
AI REC LTD,14902014,Active,Private limited company,,,2023-05-30,,,70229,16 Rickmansworth Lane Chalfont St. Peter Gerrards Cross SL9 0HS England
KRIOS AI LTD,15769926,Active,Private limited company,,,2024-06-10,,,71129,58a Town Street Pudsey LS28 5LD United Kingdom
ATHENA AI TECHNOLOGIES LIMITED,14771314,Active,Private limited company,,,2023-03-31,,,62012,The Nest Kingston Business School Kingston Upon Thames KT2 7LB England
ARABIC AI LIMITED,14658562,Active,Private limited company,,,2023-02-13,,,85520,97 Shelley Crescent Hounslow TW5 9BH England
PROPERTY AI VENTURES LTD,15784741,Active,Private limited company,,,2024-06-17,,,62012,128 City Road London EC1V 2NX United Kingdom
PRE-CAST AI LTD,15784894,Active,Private limited company,,,2024-06-17,,,58290,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
ZESTIC AI LTD,15152919,Active,Private limited company,,,2023-09-21,,,70229,132 The Circle Queen Elizabeth St London SE1 2JJ United Kingdom
RASEL AI LTD,15640450,Active,Private limited company,,,2024-04-12,,,62012 62020 62090,223 Gloucester Road Cheltenham GL51 8NJ United Kingdom
NUMINOUS AI LIMITED,14613409,Dissolved,Private limited company,,2024-06-18,2023-01-24,,,72110,86-90 Paul Street London EC2A 4NE England
BOOK IN AI LTD,15774217,Active,Private limited company,,,2024-06-12,,,73110,Unit 2b Bodmin Road Coventry CV2 5DB United Kingdom
AI MIKE LTD,15775677,Active,Private limited company,,,2024-06-13,,,58290 63990,6 Lindale Close Gamston Nottingham NG2 6PU England
AI MOMENTS LTD,15774612,Active,Private limited company,,,2024-06-12,,,74909,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI MATRIX LEARNING LTD,15653450,Active,Private limited company,,,2024-04-16,,,85200 85600,11 Beresford Road Kingston Upon Thames KT2 6LP England
EXRT AI LTD,15775626,Active,Private limited company,,,2024-06-13,,,58290,31 Estate Road Rotherham S62 7JE United Kingdom
ETHICAL AI GROUP LTD,14931860,Active,Private limited company,,,2023-06-13,,,62090,49 Bridgeside Carnforth LA5 9LF England
RESHAPE AI LTD,14929823,Active,Private limited company,,,2023-06-12,,,62012 62020 62090 63110,Thatcham House (Suite 4) Turners Drive Thatcham RG19 4QD United Kingdom
ITERRA AI LTD,14911810,Active,Private limited company,,,2023-06-02,,,58290 62011 62020 62090,International House 101 King's Cross Road London WC1X 9LP England
ORIENTATE AI LTD,15777984,Active,Private limited company,,,2024-06-14,,,62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI&M ENGINEERING SERVICES LTD,SC813508,Active,Private limited company,,,2024-06-13,,,71129,2 Urquhart Lane Aberdeen AB24 5LQ United Kingdom
MODA AI LIMITED,15787014,Active,Private limited company,,,2024-06-18,,,85590,5 Thirstin Mill Court Honley Holmfirth HD9 6FB England
AI COSMOS STUDIOS LTD,14812174,Active,Private limited company,,,2023-04-18,,,62011,100 Long Gore Godalming GU7 3TW England
STRISE AI LTD,15009960,Active,Private limited company,,,2023-07-18,,,62012,9th Floor 107 Cheapside London EC2V 6DN United Kingdom
KEVPIN AI LTD,14598359,Dissolved,Private limited company,,2024-06-25,2023-01-17,,,62020 62090 85600,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
MAVIS AI MEDICAL LLP,OC447468,Active,Limited liability partnership,,,2023-05-24,,," ",6th Floor 2 London Wall Place London EC2Y 5AU United Kingdom
OPTICS AI LTD,15789897,Active,Private limited company,,,2024-06-20,,,71122,Flat 4 88 Harrowdene Road Wembley HA0 2JG England
ROUTE10 AI LTD,15568855,Active,Private limited company,,,2024-03-16,,,62012 62020,20 Wenlock Road London N1 7GU England
CURVO AI LTD,15789263,Active,Private limited company,,,2024-06-19,,,62012,128 City Road London EC1V 2NX United Kingdom
EAGLE AI LABS LTD,15789201,Active,Private limited company,,,2024-06-19,,,63110,"Unit 14, The Maltings Industrial Estate Hall Road Southminster CM0 7EQ United Kingdom"
AI & BROTHERS LTD,15777525,Active,Private limited company,,,2024-06-13,,,56102,Six Ways Business Centre 1 Guildford Street Birmingham B19 2HN United Kingdom
TRELHOW AI SOLUTIONS LTD,14920060,Active,Private limited company,,,2023-06-07,,,61900 63110 63120,132-134 Great Ancoats Street Unit 620 Manchester M4 6DE England
AI LONDON INFOTECH LTD,14885907,Active,Private limited company,,,2023-05-22,,,62012 62020 63990,48 White Horse Road London E1 0ND England
THIRD DIMENSION AI LIMITED,15632414,Active,Private limited company,,,2024-04-10,,,62012,3rd Floor 1 Ashley Road Altrincham WA14 2DT United Kingdom
AIDUS AI LTD,15634369,Active,Private limited company,,,2024-04-10,,,62090 86900,Unit 82a James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England
CYBER&AI SERVICES LTD,15635000,Active,Private limited company,,,2024-04-10,,,71122,96 Willowmead Hertford SG14 2AU England
OCCAM AI LIMITED,15638371,Active,Private limited company,,,2024-04-12,,,62012,Arquen House 4-6 Spicer Street St. Albans AL3 4PQ United Kingdom
JACKAL AI LTD,15640479,Active,Private limited company,,,2024-04-12,,,63110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
QUANTUM AI LAB LIMITED,15643777,Active,Private limited company,,,2024-04-13,,,62012 62020 62090 72200,13 The Circle Swindon SN2 1QR England
CAMBRIDGE ALAN TURING AI ACADEMY LTD,15644734,Active,Private limited company,,,2024-04-14,,,85600,Unit B2 Office New Smithfield Market Whitworth Street East Mancherster M11 2WJ United Kingdom
UNDERSTATED AI LTD,15644941,Active,Private limited company,,,2024-04-14,,,62012 62020,128 City Road London EC1V 2NX United Kingdom
OCCI AI LTD,15647343,Active,Private limited company,,,2024-04-15,,,86220,The Stables 23b Lenten Street Alton GU34 1HG England
JULE AI LTD,15648003,Active,Private limited company,,,2024-04-15,,,62012,82a James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England
YELLOW SUB AI LTD,15648105,Active,Private limited company,,,2024-04-15,,,62012,Technologies House 26 Hampstead Ave Mildenhall Bury Saint Edmunds IP28 7AS United Kingdom
AI INNOVATECH LTD,15653745,Active,Private limited company,,,2024-04-17,,,62012,22 Commercial Road Bedford MK40 1QS United Kingdom
MUUM AI LTD,15655715,Active,Private limited company,,,2024-04-17,,,47910 62012,Orion House London Office 526 Bessemer Road Welwyn Garden City AL7 1HH United Kingdom
CRICKET POINT AI LTD,15657242,Active,Private limited company,,,2024-04-18,,,62012 62020 63110 63990,20 Wenlock Road London N1 7GU England
KAIZEN AI CONSULTING LTD,15662689,Active,Private limited company,,,2024-04-20,,,62020 82990,85 Great Portland Street London W1W 7LT England
ASCEND AI LTD,15665329,Active,Private limited company,,,2024-04-21,,,73110,23 Fernhill Close Bracknell RG42 1SX England
MIKE AI LTD,15676742,Active,Private limited company,,,2024-04-24,,,62012 73110 82990,"C/O Capital Assets Global Mk Business Centre Foxhunter Drive, Linford Wood Milton Keynes MK14 6GD United Kingdom"
ORGANISED AI LTD,15690410,Active,Private limited company,,,2024-04-29,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
WETRN AI LTD,15309851,Active,Private limited company,,,2023-11-27,,,62012 62020 62030 73120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI APARTMENTS LTD,15311011,Active,Private limited company,,,2023-11-27,,,68100 68209,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
THE AI MARKETING GROUP LIMITED,15311286,Active,Private limited company,,,2023-11-27,,,73110,Cluny Too Preston Road Gawcott Buckingham MK18 4HS England
AI AUTO 2020 LTD,15317214,Active,Private limited company,,,2023-11-29,,,62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
INSPIRATION AI LTD,15321916,Active,Private limited company,,,2023-12-01,,,62090,"Office B, Chesil House Arrow Close Boyatt Wood Eastleigh SO50 4SY England"
APPLIED AI SERVICES LTD,SC791186,Active,Private limited company,,,2023-12-01,,,70229,11 William Street Greenock PA15 1BT United Kingdom
FABLER AI LTD,15337513,Active,Private limited company,,,2023-12-09,,,58190,18a Harefield Road London N8 8QY England
WELZO AI SYSTEMS LIMITED,15339339,Active,Private limited company,,,2023-12-09,,,86220,833 19-21 Crawford Street London W1H 1PJ England
ON THE ROAD AI LTD,15345514,Active,Private limited company,,,2023-12-12,,,62012,9 Brendor Road Liverpool L25 8RL United Kingdom
DAO FASTSTART AI LTD,15350553,Active,Private limited company,,,2023-12-14,,,62012,85 Great Portland Street First Floor London W1W 7LT England
BUILDBOT AI LTD,15354335,Active,Private limited company,,,2023-12-15,,,43999 62020,79 Whitworth Road London SE18 3QG England
FUTUROS AI LTD,15355511,Active,Private limited company,,,2023-12-16,,,70229 71122 71129 72200,96a Grantley Street London E1 4BT United Kingdom
AISOL-AI SOLUTIONS LIMITED,15361694,Active,Private limited company,,,2023-12-19,,,62012 62020 63990 96090,128 City Road London EC1V 2NX United Kingdom
LAUNCHPOD AI LTD,15573610,Active,Private limited company,,,2024-03-18,,,62012,15 Hawthorne Road Steeton Keighley BD20 6FJ United Kingdom
ATLANTIC AI LTD,SC804665,Active,Private limited company,,,2024-03-27,,,62011 62012,23/2 Mitchell Street Edinburgh EH6 7BD Scotland
EMBED AI LTD,15620577,Active,Private limited company,,,2024-04-06,,,62020,The Old Parsonage Church Street Ropley Alresford SO24 0DS England
FORMATIX AI LTD,15626717,Active,Private limited company,,,2024-04-08,,,58290 62012 63110,20 Wenlock Road London N1 7GU England
IGENT AI INC.,BR026585,Open,UK establishment company,,,2023-08-16,,," ","13 St. Peter'S Terrace London SW6 7JT "
IGENT AI INC.,FC041467,Active,Overseas company,,,2023-08-16,,," ",8 The Green Ste R Dover Delaware United States
MATAR AI LTD,15628969,Active,Private limited company,,,2024-04-09,,,64999,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
PURITAN AI LIMITED,15629257,Active,Private limited company,,,2024-04-09,,,62020,15 Abbots Close Shenfield Brentwood CM15 8LT England
KHALA AI LTD,15379207,Active,Private limited company,,,2023-12-31,,,85590,30 Lowfields Little Eversden Cambridge CB23 1HJ England
AI-IP GROUP LIMITED,15382866,Active,Private limited company,,,2024-01-02,,,74100,Pound House Drayton Road Chaddesley Corbett Kidderminster DY10 4QL England
YORKSHIRE AI LABS (BETA) LIMITED,15416402,Active,Private limited company,,,2024-01-16,,,64209,11 Paradise Square Sheffield S1 2DE England
FORGE AI LIMITED,15416681,Active,Private limited company,,,2024-01-16,,,58210 62020 62090,37 Elwick Drive Liverpool L11 4UW England
PROTEX AI UK LIMITED,15420154,Active,Private limited company,,,2024-01-17,,,46510 58290 62011,3rd Floor 1 Ashley Road Altrincham WA14 2DT United Kingdom
AI MEDICAL ADVISORY LIMITED,15420510,Dissolved,Private limited company,,2024-05-07,2024-01-17,,,62020,163 The Colonnades 34 Porchester Square London W2 6AR United Kingdom
AI-JS ANALYTICS LTD,15426535,Active,Private limited company,,,2024-01-19,,,70229 71200 74100 74909,Jasmine Spandzeva White Heather Chislehurst Chislehurst BR7 5BU United Kingdom
AI BARBERS LIMITED,15448148,Active,Private limited company,,,2024-01-28,,,96020,7 Dartford Close Manchester M12 4DW England
BRADAN AI LIMITED,15449753,Active,Private limited company,,,2024-01-29,,,62090,"Bradan Ai, 3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
AI FINSEC LLP,OC450799,Active,Limited liability partnership,,,2024-01-29,,," ",Suite A Bank House 81 Judes Road Egham TW20 0DF United Kingdom
VOLTEX AI LTD,15465079,Active,Private limited company,,,2024-02-04,,,62012 62020 62090 63120,3 Brow Close Orpington BR5 4LS England
CORE RESEARCH AI LTD,15466234,Active,Private limited company,,,2024-02-05,,,66110,"20 Colmore Circus Queensway, Birmingham B4 6AT United Kingdom"
BINDMIND AI LTD,15466597,Active,Private limited company,,,2024-02-05,,,62012 62020,27 Old Gloucester Street London WC1N 3AX United Kingdom
HARNESS AI LIMITED,15467606,Active,Private limited company,,,2024-02-05,,,62020,39 Windsor Gardens Whitley Bay NE26 3BG United Kingdom
INNOVIMARK AI LTD,15469296,Active,Private limited company,,,2024-02-06,,,47910,58 Peregrine Road Ilford IG6 3SZ England
AI ORIGINS LTD,15473925,Active,Private limited company,,,2024-02-08,,,62020,65a Horwood Close Cardiff CF24 2LW Wales
AI OPTOMETRY LIMITED,15478500,Active,Private limited company,,,2024-02-10,,,86220,Office 5898 321-323 High Road Chadwell Heath Essex RM6 6AX United Kingdom
CLASS-AI LTD,15484006,Active,Private limited company,,,2024-02-12,,,71129,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
KOBI AI SOLUTION LTD,15484413,Active,Private limited company,,,2024-02-12,,,62020,26 Highgate Sheffield S9 1WL England
CULTURE AI SOLUTIONS LTD,15484704,Active,Private limited company,,,2024-02-12,,,70229,16 Vanbrugh Fields London SE3 7TZ England
AI ESTATES MANAGEMENT LTD,15484951,Active,Private limited company,,,2024-02-12,,,68310,Lloydes Bank House High Street St Margaret's At Cliffe Dover CT15 6AU United Kingdom
FINANCY AI LTD,15484976,Active,Private limited company,,,2024-02-12,,,62012,7 Bell Yard London WC2A 2JR England
AI NEXUS LIMITED,15488073,Active,Private limited company,,,2024-02-14,,,58130,Flat 18 Shan House 52-58 Millman Street London WC1N 3EE England
1 STOP AI PROMOTIONS LTD,15491141,Active,Private limited company,,,2024-02-15,,,73110,3 Parkfields Benfleet SS7 3YT England
AI TECH ACADEMY LIMITED,15491270,Active,Private limited company,,,2024-02-15,,,85600,61 New Barns Avenue Manchester M21 7DB England
VELLUM AI LIMITED,15494120,Active,Private limited company,,,2024-02-16,,,62011,4 Keswick Road Stockport SK4 5JS England
AI PHYSICS LTD,15494222,Active,Private limited company,,,2024-02-16,,,62020,Twelve Quays House Egerton Wharf Birkenhead CH41 1LD United Kingdom
HYPERDRIVE AI LTD,15494751,Active,Private limited company,,,2024-02-16,,,62020,36 Burnham Road Dartford DA1 5AL United Kingdom
AI GROWTH SUITE LTD,15265020,Active,Private limited company,,,2023-11-07,,,62012,124 City Road London EC1V 2NX United Kingdom
SOCIAL AUTOMATION AI LTD,15271100,Active,Private limited company,,,2023-11-08,,,73110,8 Cardwell Close Blackpool FY4 4FU England
AI CIRCLE TOPCO LIMITED,FC041017,Active,Overseas company,,,2023-08-29,,," ",1st & 2nd Fllors Elizabeth House Les Ruettes Brayes St Peter Port Guernsey
LUMINANCE AI LIMITED,15274191,Active,Private limited company,,,2023-11-10,,,62012,"Luminance Ai Limited 3rd Floor, 86-90, Paul Street London EC2A 4NE England"
